,Country,Transportation Mode,Order Type,Fulfillment Method,Product Category,Vendor Incoterm,Reason Code,Reason Code Duration,Item Tracer Category,Illustrative Price,Ordered Quantity,Shipped Quantity,TLP Indicator,Deliver,Process PO/DO,USAID Approval,RO Validation,Sourcing and Planning,Manufacture,Pick Up,Quality Assurance,Estimated Lead Time in Days,Estimated Lead Time in Days,Average Days Late,Estimated Lead Time in Days,Estimated Lead Time in Days,Order Cycle Time
36841,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-55.0,ACTs,12.49,6800,6800,GSC,14.0,8.0,1.0,34.0,105.0,76.0,29.0,5.0,182.0,182.0,0.0,182.0,182.0,268
36842,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-57.0,ACTs,15.61,2000,2000,GSC,9.0,25.0,0.0,10.0,59.0,3.0,40.0,11.0,119.0,119.0,0.0,119.0,119.0,147
36843,Burkina Faso,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-56.0,LLINs,1.86,76374,76374,GSC,54.0,141.0,5.0,14.0,72.0,23.0,6.0,20.0,280.0,280.0,0.0,280.0,280.0,238
36844,Mozambique,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-40.0,mRDTs,6.54,17900,17900,GSC,49.0,14.0,7.0,21.0,73.0,271.0,60.0,18.0,168.0,168.0,0.0,168.0,168.0,501
36845,Rwanda,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-124.0,LLINs,2.07,500000,500000,GSC,60.0,9.0,1.0,1.0,28.0,94.0,24.0,127.0,238.0,238.0,-11.0,238.0,238.0,218
36846,Ghana,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-82.0,ACTs,7.4,9540,9540,GSC,12.0,14.0,5.0,31.0,37.0,18.0,69.0,18.0,196.0,196.0,-1.0,196.0,196.0,187
36847,Cameroon,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-79.0,ACTs,15.61,1222,1222,GSC,79.0,14.0,3.0,28.0,49.0,38.0,35.0,12.0,245.0,245.0,0.0,245.0,245.0,247
36848,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-108.0,mRDTs,5.1,21396,21396,GSC,78.0,7.0,1.0,82.0,35.0,6.0,44.0,28.0,189.0,189.0,0.0,189.0,189.0,254
36849,Madagascar,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-38.0,ACTs,7.54,4400,4400,GSC,12.0,17.0,4.0,9.0,48.0,127.0,23.0,3.0,217.0,217.0,0.0,217.0,217.0,241
36850,Mozambique,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-40.0,ACTs,12.49,16830,16830,GSC,45.0,8.0,6.0,29.0,42.0,135.0,52.0,67.0,280.0,280.0,0.0,280.0,280.0,318
36851,Madagascar,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-26.0,ACTs,13.21,3360,3360,GSC,14.0,10.0,0.0,7.0,40.0,77.0,40.0,6.0,168.0,168.0,-1.0,168.0,168.0,189
36852,Senegal,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-29.0,ACTs,7.54,3467,3467,GSC,39.0,15.0,1.0,31.0,106.0,98.0,15.0,12.0,196.0,196.0,0.0,196.0,196.0,306
36853,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-46.0,LLINs,2.79,59450,59450,GSC,93.0,22.0,2.0,21.0,213.0,113.0,48.0,12.0,322.0,322.0,0.0,322.0,322.0,513
36854,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-210.0,ACTs,7.4,718,718,GSC,45.0,24.0,155.0,2.0,104.0,52.0,33.0,43.0,364.0,364.0,0.0,364.0,364.0,416
36855,Mali,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-46.0,SMC,12.95,14917,14917,GSC,83.0,20.0,0.0,19.0,77.0,9.0,17.0,5.0,175.0,175.0,0.0,175.0,175.0,191
36856,Madagascar,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-18.0,mRDTs,13.08,40000,40000,GSC,17.0,0.0,0.0,21.0,73.0,27.5,44.0,28.0,217.0,217.0,0.0,217.0,217.0,168
36857,Burundi,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-83.0,LLINs,1.99,347000,347000,GSC,52.0,6.0,1.0,5.0,154.0,14.0,13.0,20.0,168.0,168.0,0.0,168.0,168.0,246
36858,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-31.0,ACTs,7.54,1425,1425,GSC,165.0,24.0,155.0,2.0,104.0,51.0,93.0,85.0,357.0,357.0,7.0,357.0,357.0,595
36859,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-58.0,ACTs,19.12,3000,3000,GSC,8.0,25.0,0.0,10.0,59.0,3.0,40.0,7.0,119.0,119.0,0.0,119.0,119.0,146
36860,Madagascar,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-27916.0,LLINs,2.14,350000,350000,GSC,118.0,6.0,0.0,22.0,68.0,57.0,44.0,22.0,175.0,175.0,0.0,175.0,175.0,316
36861,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-84.0,ACTs,7.54,1071,1071,GSC,105.0,24.0,155.0,2.0,104.0,51.0,93.0,85.0,357.0,357.0,0.0,357.0,357.0,535
36862,Uganda,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-66.0,LLINs,1.86,500000,500000,GSC,84.0,0.0,0.0,0.0,60.0,49.0,2.0,-12.0,98.0,98.0,19.0,98.0,98.0,196
36863,Laos,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-28266.0,LLINs,2.14,70000,70000,GSC,28.0,11.0,0.0,13.0,64.0,4.0,237.0,6.0,133.0,133.0,0.0,133.0,133.0,358
36864,Mali,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-82.0,SMC,15.63,99429,99429,GSC,93.0,20.0,2.0,4.0,36.0,9.0,34.0,12.0,154.0,154.0,0.0,154.0,154.0,199
36865,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-31.0,ACTs,4.6,2414,2414,GSC,165.0,24.0,155.0,2.0,104.0,51.0,93.0,85.0,357.0,357.0,7.0,357.0,357.0,595
36866,Ethiopia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,11.0,LLINs,1.99,370700,370700,GSC,48.0,6.0,0.0,0.0,23.0,145.0,36.0,10.0,224.0,224.0,0.0,224.0,224.0,259
36867,Zambia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-36.0,LLINs,2.61,372000,372000,GSC,91.0,117.0,0.0,14.0,196.0,6.0,16.0,31.0,266.0,266.0,0.0,266.0,266.0,441
36868,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-48.0,Severe Malaria Meds,1.75,31881,31881,GSC,102.0,107.0,0.0,2.0,59.0,-19.0,126.0,118.0,364.0,364.0,0.0,364.0,364.0,378
36869,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-105.0,ACTs,12.49,532,532,GSC,88.0,41.0,1.0,21.0,28.0,40.0,44.0,42.0,266.0,266.0,-8.0,266.0,266.0,204
36870,Madagascar,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,ACTs,13.21,9263,9263,GSC,34.0,10.0,5.0,10.0,69.0,119.0,33.0,17.0,238.0,238.0,0.0,238.0,238.0,281
36871,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-58.0,Severe Malaria Meds,1.75,46082,46082,GSC,94.0,107.0,0.0,2.0,59.0,-19.0,126.0,118.0,364.0,364.0,2.0,364.0,364.0,370
36872,Zimbabwe,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-51.0,ACTs,15.61,4235,4235,GSC,15.0,6.0,0.0,28.0,97.0,22.0,53.0,27.0,147.0,147.0,0.0,147.0,147.0,222
36873,Angola,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-100.0,LLINs,1.99,500000,500000,GSC,54.0,19.0,0.0,0.0,21.0,28.0,44.0,29.0,238.0,238.0,0.0,238.0,238.0,167
36874,Cameroon,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-64.0,mRDTs,11.92,1333,1333,GSC,11.0,11.0,1.0,40.0,147.0,59.0,33.0,25.0,168.0,168.0,-1.0,168.0,168.0,303
36875,Mali,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-82.0,SMC,12.95,36091,36091,GSC,93.0,20.0,2.0,4.0,36.0,9.0,34.0,12.0,154.0,154.0,0.0,154.0,154.0,199
36876,Kenya,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,34.0,LLINs,2.79,425512,425512,GSC,56.0,15.0,0.0,14.0,72.0,199.0,100.0,4.0,336.0,336.0,0.0,336.0,336.0,468
36877,Congo DRC,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-79.0,LLINs,2.07,350000,350000,GSC,94.0,21.0,1.0,14.0,72.0,59.0,32.0,30.0,238.0,238.0,0.0,238.0,238.0,210
36878,Kenya,Land,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-44.0,LLINs,2.14,307751,307751,GSC,12.0,21.0,1.0,30.0,14.0,55.0,92.0,48.0,224.0,224.0,0.0,224.0,224.0,226
36879,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-107.0,ACTs,7.54,2435,2435,GSC,36.0,11.0,0.0,3.0,81.0,125.0,89.0,89.0,217.0,217.0,1.0,217.0,217.0,346
36880,Niger,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-42.0,ACTs,7.4,10290,10290,GSC,59.0,27.0,1.0,19.0,100.0,41.0,27.0,0.0,196.0,196.0,0.0,196.0,196.0,275
36881,Côte d'Ivoire,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-24.0,ACTs,12.49,7083,7083,GSC,60.0,21.0,1.0,16.0,45.0,61.0,32.0,0.0,168.0,168.0,15.0,168.0,168.0,237
36882,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-46.0,ACTs,7.54,663,663,GSC,143.0,24.0,155.0,2.0,104.0,51.0,93.0,85.0,357.0,357.0,0.0,357.0,357.0,573
36883,Côte d'Ivoire,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-15.0,ACTs,15.61,10132,10132,GSC,60.0,21.0,1.0,16.0,45.0,50.0,43.0,13.0,189.0,189.0,0.0,189.0,189.0,237
36884,Cameroon,Air,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-42.0,mRDTs,11.92,1304,1304,GSC,10.0,10.0,0.0,53.0,213.0,9.0,41.0,20.0,112.0,112.0,0.0,112.0,112.0,337
36885,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-15.0,LLINs,2.62,400000,400000,GSC,131.0,7.0,1.0,13.0,160.0,79.0,13.0,18.0,245.0,245.0,0.0,245.0,245.0,405
36886,Guinea,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-245.0,Other Pharma,42.5,252,252,GSC,9.0,23.0,0.0,11.0,364.0,50.0,39.0,42.0,175.0,175.0,0.0,175.0,175.0,497
36887,Rwanda,Land,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-175.0,LLINs,2.07,588461,588461,GSC,11.0,30.0,2.0,1.0,34.0,53.0,53.0,34.0,322.0,322.0,0.0,322.0,322.0,185
36888,Kenya,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,15.0,LLINs,2.94,415625,415625,GSC,87.0,441.0,0.0,14.0,72.0,-272.0,333.0,271.0,238.0,238.0,-8.0,238.0,238.0,592
36889,Burundi,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,Severe Malaria Meds,1.34,132626,132626,GSC,59.0,11.0,0.0,8.0,45.0,75.0,25.0,76.0,217.0,217.0,0.0,217.0,217.0,224
36890,Kenya,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-43.0,LLINs,2.14,490400,490400,GSC,76.0,8.0,1.0,46.0,56.0,58.0,53.0,33.0,238.0,238.0,0.0,238.0,238.0,299
36891,Burundi,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-33.0,LLINs,2.62,55000,55000,GSC,121.0,43.0,1.0,5.0,49.0,4.0,16.0,32.0,217.0,217.0,0.0,217.0,217.0,240
36892,Niger,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-48.0,ACTs,19.12,1980,1980,GSC,8.0,9.0,1.0,54.0,160.0,5.0,70.0,9.0,140.0,140.0,0.0,140.0,140.0,308
36893,Zimbabwe,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-22.0,Severe Malaria Meds,1.34,37700,37700,GSC,57.0,13.0,0.0,26.0,67.0,25.0,44.0,58.0,161.0,161.0,0.0,161.0,161.0,233
36894,Nigeria,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,47.0,ACTs,15.61,36276,36276,GSC,107.0,14.0,1.0,35.0,81.0,114.0,22.0,45.0,210.0,210.0,0.0,210.0,210.0,375
36895,Burundi,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-63.0,LLINs,1.99,347000,347000,GSC,63.0,6.0,1.0,5.0,154.0,14.0,8.0,20.0,154.0,154.0,0.0,154.0,154.0,252
36896,Liberia,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-29585.0,LLINs,2.94,195000,195000,GSC,69.0,3.0,0.0,14.0,72.0,52.0,146.0,25.0,203.0,203.0,-12.0,203.0,203.0,313
36897,Rwanda,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-27.0,ACTs,19.12,15000,15000,GSC,36.0,29.0,0.0,21.0,61.0,21.0,55.0,18.0,217.0,217.0,0.0,217.0,217.0,224
36898,Guinea,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-37.0,ACTs,12.49,6976,6976,GSC,12.0,14.0,1.0,27.0,105.0,-2.0,72.0,36.0,133.0,133.0,0.0,133.0,133.0,230
36899,Burkina Faso,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-64.0,ACTs,19.12,20000,20000,GSC,47.0,9.0,0.0,41.0,82.0,45.0,31.0,1.0,196.0,196.0,0.0,196.0,196.0,256
36900,Sierra Leone,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,31.0,ACTs,12.49,11926,11926,GSC,104.0,5.0,7.0,9.0,44.0,51.0,25.0,47.0,154.0,154.0,0.0,154.0,154.0,246
36901,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28.0,ACTs,19.12,728,728,GSC,154.0,24.0,155.0,2.0,104.0,28.0,116.0,30.0,350.0,350.0,0.0,350.0,350.0,584
36902,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28423.0,ACTs,7.4,584,584,GSC,164.0,48.0,0.0,18.0,201.0,94.0,44.0,20.0,287.0,287.0,1.0,287.0,287.0,570
36903,Rwanda,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-27.0,ACTs,7.4,4768,4768,GSC,36.0,30.0,0.0,22.0,61.0,20.0,55.0,8.0,168.0,168.0,0.0,168.0,168.0,225
36904,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-135.0,ACTs,12.49,7270,7270,GSC,56.0,6.0,0.0,14.0,130.0,33.0,36.0,199.0,266.0,266.0,0.0,266.0,266.0,276
36905,Cameroon,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,14.0,ACTs,12.49,1710,1710,GSC,37.0,14.0,3.0,28.0,49.0,107.0,44.0,15.0,245.0,245.0,0.0,245.0,245.0,340
36906,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,58.0,ACTs,7.4,478,478,GSC,159.0,48.0,0.0,18.0,201.0,94.0,44.0,20.0,287.0,287.0,0.0,287.0,287.0,565
36907,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-92.0,LLINs,2.62,459800,459800,GSC,79.0,7.0,0.0,14.0,29.0,-4.0,36.0,42.0,210.0,210.0,0.0,210.0,210.0,162
36908,Burundi,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-38.0,ACTs,7.4,16376,16376,GSC,44.0,11.0,0.0,19.0,83.0,24.0,23.0,32.0,140.0,140.0,0.0,140.0,140.0,205
36909,Benin,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,23.0,LLINs,2.79,550000,550000,GSC,75.0,9.0,0.0,14.0,6.0,34.0,52.0,35.0,147.0,147.0,0.0,147.0,147.0,191
36910,Guinea,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-32.0,ACTs,15.61,8711,8711,GSC,20.0,10.0,3.0,11.0,112.0,77.0,50.0,27.0,189.0,189.0,0.0,189.0,189.0,284
36911,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-20.0,ACTs,19.12,2350,2350,GSC,105.0,16.0,4.0,160.0,21.0,21.0,62.0,26.0,224.0,224.0,0.0,224.0,224.0,390
36912,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-76.0,Severe Malaria Meds,1.75,60767,60767,GSC,74.0,107.0,0.0,2.0,59.0,-19.0,126.0,118.0,364.0,364.0,0.0,364.0,364.0,350
36913,Senegal,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-29.0,ACTs,7.54,1733,1733,GSC,39.0,15.0,1.0,31.0,106.0,98.0,15.0,12.0,196.0,196.0,0.0,196.0,196.0,306
36914,Kenya,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-29661.0,Severe Malaria Meds,1.34,347481,347481,GSC,22.0,90.0,0.0,14.0,54.0,40.0,44.0,42.0,217.0,217.0,1.0,217.0,217.0,495
36915,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-15.0,ACTs,19.12,633,633,GSC,112.0,43.0,1.0,21.0,28.0,40.0,44.0,42.0,266.0,266.0,0.0,266.0,266.0,241
36916,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Equipment,FCA,AD,-39.0,Laboratory,112.39,292,292,GSC,13.0,30.0,5.0,36.0,106.0,43.0,28.0,13.0,147.0,147.0,6.0,147.0,147.0,262
36917,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-92.0,ACTs,13.21,7752,7752,GSC,19.0,11.0,0.0,3.0,81.0,124.0,113.0,89.0,217.0,217.0,-8.0,217.0,217.0,352
36918,Zimbabwe,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-20.0,mRDTs,6.54,16320,16320,GSC,65.0,26.0,1.0,103.0,93.0,31.0,47.0,49.0,189.0,189.0,0.0,189.0,189.0,367
36919,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-45.0,ACTs,12.49,938,938,GSC,12.0,33.0,0.0,31.0,32.0,57.0,49.0,1.0,196.0,196.0,0.0,196.0,196.0,215
36920,Senegal,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-70.0,ACTs,4.6,800,800,GSC,37.0,38.0,0.0,20.0,145.0,141.0,47.0,63.0,294.0,294.0,0.0,294.0,294.0,429
36921,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-46.0,ACTs,19.12,3559,3559,GSC,80.0,16.0,4.0,160.0,21.0,21.0,62.0,26.0,224.0,224.0,1.0,224.0,224.0,365
36922,Mali,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-24.0,Laboratory,81.2,65,65,GSC,14.0,4.0,0.0,10.0,28.0,44.0,82.0,-140.0,168.0,168.0,0.0,168.0,168.0,183
36923,Sierra Leone,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-76.0,ACTs,12.49,5084,5084,GSC,7.0,14.0,6.0,27.0,18.0,5.0,37.0,8.0,140.0,140.0,-1.0,140.0,140.0,115
36924,Angola,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,13.0,ACTs,7.54,21440,21440,GSC,58.0,64.0,0.0,22.0,134.0,31.0,49.0,10.0,189.0,189.0,0.0,189.0,189.0,359
36925,Niger,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,29262.0,Severe Malaria Meds,0.67,55000,55000,GSC,12.0,94.0,4.0,38.0,57.0,96.0,38.0,30.0,168.0,168.0,0.0,168.0,168.0,340
36926,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-45.0,ACTs,19.12,4958,4958,GSC,80.0,16.0,4.0,160.0,21.0,21.0,62.0,26.0,224.0,224.0,0.0,224.0,224.0,365
36927,Congo DRC,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-87.0,ACTs,13.21,3333,3333,GSC,35.0,11.0,0.0,3.0,81.0,125.0,109.0,88.0,217.0,217.0,0.0,217.0,217.0,365
36928,Burkina Faso,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,ACTs,7.4,16628,16628,GSC,71.0,6.0,0.0,41.0,82.0,2.0,21.0,13.0,147.0,147.0,0.0,147.0,147.0,224
36929,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,6.0,mRDTs,5.1,11732,11732,GSC,136.0,7.0,1.0,82.0,35.0,6.0,41.0,28.0,189.0,189.0,0.0,189.0,189.0,309
36930,Nigeria,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-46.0,LLINs,2.96,450000,450000,GSC,81.0,15.0,0.0,13.0,153.0,75.0,56.0,57.0,273.0,273.0,0.0,273.0,273.0,394
36931,Cameroon,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-47.0,ACTs,12.49,1385,1385,GSC,8.0,3.0,5.0,3.0,58.0,40.0,54.0,30.0,161.0,161.0,0.0,161.0,161.0,172
36932,Malawi,Sea,Purchase Order,Direct Drop,Malaria Rapid Diagnostic Test (RDTs),FCA,AD,-21.0,mRDTs,6.54,26667,26667,GSC,52.0,39.0,0.0,15.0,44.0,266.0,28.0,34.0,406.0,406.0,0.0,406.0,406.0,445
36933,Zambia,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-56.0,ACTs,19.12,12159,12159,GSC,63.0,8.0,1.0,34.0,76.0,41.0,28.0,9.0,196.0,196.0,0.0,196.0,196.0,252
36934,Ethiopia,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-61.0,Severe Malaria Meds,1.34,100000,100000,GSC,43.0,11.0,3.0,19.0,77.0,22.0,38.0,67.0,175.0,175.0,0.0,175.0,175.0,303
36935,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,SD,14.0,SP,15.08,3040,3040,GSC,135.0,24.0,3.0,44.0,151.0,109.0,44.0,57.0,322.0,322.0,-10.0,322.0,322.0,511
36936,Myanmar,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-160.0,Other Pharma,2.75,239,239,GSC,15.0,47.0,7.0,20.0,57.0,-1.0,101.0,35.0,322.0,322.0,0.0,322.0,322.0,247
36937,Cameroon,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,15.0,ACTs,12.49,2565,2565,GSC,89.0,14.0,3.0,28.0,49.0,107.0,50.0,15.0,245.0,245.0,0.0,245.0,245.0,341
36938,Burkina Faso,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-56.0,Severe Malaria Meds,1.34,100000,100000,GSC,60.0,35.0,0.0,22.0,42.0,58.0,36.0,70.0,245.0,245.0,0.0,245.0,245.0,254
36939,Tanzania,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,19.0,LLINs,2.07,130692,130692,GSC,71.0,26.0,1.0,3.0,68.0,37.0,168.0,27.0,294.0,294.0,-11.0,294.0,294.0,375
36940,Congo DRC,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-29.0,ACTs,13.21,8906,8906,GSC,116.0,10.0,1.0,31.0,200.0,70.0,62.0,56.0,287.0,287.0,0.0,287.0,287.0,491
36941,Sierra Leone,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-45.0,LLINs,2.62,99781,99781,GSC,95.0,73.0,2.0,10.0,27.0,103.0,26.0,9.0,280.0,280.0,0.0,280.0,280.0,337
36942,Benin,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-44.0,ACTs,12.49,6666,6666,GSC,8.0,26.0,0.0,7.0,57.0,48.0,28.0,0.0,154.0,154.0,0.0,154.0,154.0,175
36943,Cameroon,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-29.0,LLINs,2.14,52000,52000,GSC,104.0,7.0,0.0,2.0,9.0,35.0,28.0,48.0,203.0,203.0,0.0,203.0,203.0,186
36944,Zimbabwe,Air,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-29.0,SP,14.4,5844,5844,GSC,14.0,34.0,5.0,63.0,380.0,133.0,58.0,42.0,231.0,231.0,0.0,231.0,231.0,688
36945,Tanzania,Sea,Purchase Order,Direct Drop,Long Lasting Insecticide Treated Nets (LLINs),FCA,AD,-23.0,LLINs,2.07,215887,215887,GSC,63.0,26.0,1.0,2.0,68.0,218.0,8.0,19.0,294.0,294.0,0.0,294.0,294.0,387
36946,Kenya,Sea,Purchase Order,Direct Drop,Malaria Pharmaceuticals,FCA,AD,-28178.0,ACTs,7.4,10000,10000,GSC,44.0,11.0,1.0,-36.0,66.0,101.0,106.0,55.0,168.0,168.0,-7.0,168.0,168.0,294
